[[(2.0084690687964426, 2.1010193452470265), (0.007921911590474564, 2.1020373303351243), (0.006819281449108587, 1.805288735247746), (2.000509582095687, 1.8032149750553559)], [(2.0085584037729807, 0.3003573678069545), (0.001730733613231784, 0.30882214245859263), (0.007493251020374957, 0.0027800377997076776), (2.002501427169101, 0.006954916523518277)]]timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
8.5 (2.0804672241210938,0.9169279932975769) (0.08580169826745987,0.009537093341350555) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.1106983362451022 (3.8465728759765625,0.21139810979366302) (0.11574862897396088,-0.0343952402472496) 0.2186412662267685 -0.3222045172563268 (3.6888279914855957,0.6158421635627747) (-0.05123551934957504,-0.08987442404031754) 0.21545812487602234 0.18997666240627953 (4.173061370849609,1.7802507877349854) (0.011339805088937283,0.0030172152910381556) 0.18040458858013153 -0.19885400905670317 (3.3192570209503174,1.9694342613220215) (0.003374985186383128,0.0013335514813661575) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
8.75 (2.101912260055542,0.9193136692047119) (0.085780568420887,0.009542668238282204) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11078957786152148 (3.869525194168091,0.20183065533638) (0.0918097272515297,-0.038269832730293274) 0.2186412662267685 -0.3222045172563268 (3.6812126636505127,0.5940251350402832) (-0.030461478978395462,-0.08726809918880463) 0.21545812487602234 0.18997666240627953 (4.175187587738037,1.7808165550231934) (0.008505008183419704,0.002262858906760812) 0.18040458858013153 -0.19885400905670317 (3.319889783859253,1.9696842432022095) (0.0025312218349426985,0.0010001230984926224) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
9.0 (2.1234447956085205,0.9217144250869751) (0.0861297994852066,0.009603068232536316) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11103671339938537 (3.88889741897583,0.1927488148212433) (0.07748905569314957,-0.036327335983514786) 0.2186412662267685 -0.3222045172563268 (3.671403646469116,0.5684613585472107) (-0.039236199110746384,-0.10225515812635422) 0.21545812487602234 0.18997666240627953 (4.176782131195068,1.7812408208847046) (0.006378790829330683,0.0016970915021374822) 0.18040458858013153 -0.19885400905670317 (3.320364475250244,1.9698717594146729) (0.0018984589260071516,0.0007501411600969732) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
9.25 (2.144929885864258,0.9241119027137756) (0.08594010770320892,0.00958982203155756) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11112754897091244 (3.905679941177368,0.1825440675020218) (0.06712996959686279,-0.04081898182630539) 0.2186412662267685 -0.3222045172563268 (3.665400266647339,0.5447416305541992) (-0.02401360124349594,-0.09487882256507874) 0.21545812487602234 0.18997666240627953 (4.177978038787842,1.7815589904785156) (0.004784247372299433,0.0012728256406262517) 0.18040458858013153 -0.19885400905670317 (3.3207204341888428,1.9700124263763428) (0.0014237675350159407,0.0005626249476335943) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
9.5 (2.1663804054260254,0.9265062808990479) (0.08580219745635986,0.009577467106282711) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11116247553427552 (3.9212937355041504,0.17313264310359955) (0.062454961240291595,-0.03764571249485016) 0.2186412662267685 -0.3222045172563268 (3.6599574089050293,0.5197795033454895) (-0.021771037951111794,-0.09984850138425827) 0.21545812487602234 0.18997666240627953 (4.178874969482422,1.7817976474761963) (0.0035883397795259953,0.0009546561050228775) 0.18040458858013153 -0.19885400905670317 (3.3209874629974365,1.9701179265975952) (0.0010678085964173079,0.00042195801506750286) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
9.75 (2.187793016433716,0.9288966655731201) (0.08565029501914978,0.009561534970998764) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11117427953723055 (3.9357008934020996,0.16311919689178467) (0.05762901157140732,-0.04005376249551773) 0.2186412662267685 -0.3222045172563268 (3.6578476428985596,0.49705570936203003) (-0.008439488708972931,-0.09089517593383789) 0.21545812487602234 0.18997666240627953 (4.1795477867126465,1.7819766998291016) (0.002691409084945917,0.0007159991073422134) 0.18040458858013153 -0.19885400905670317 (3.321187734603882,1.970197081565857) (0.0008007797296158969,0.00031645779381506145) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
10.0 (2.209171772003174,0.931283712387085) (0.0855150818824768,0.009548132307827473) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11119381961277637 (3.9500160217285156,0.15408949553966522) (0.05726053938269615,-0.036118779331445694) 0.2186412662267685 -0.3222045172563268 (3.6571176052093506,0.4745054543018341) (-0.002919882070273161,-0.0902009978890419) 0.21545812487602234 0.18997666240627953 (4.180052280426025,1.7821109294891357) (0.0020185918547213078,0.00053694675443694) 0.18040458858013153 -0.19885400905670317 (3.321337938308716,1.9702564477920532) (0.0006005081231705844,0.00023730281100142747) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
10.25 (2.2305166721343994,0.9336671829223633) (0.08537986874580383,0.009533898904919624) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.1112038114055343 (3.963723659515381,0.14472931623458862) (0.054830193519592285,-0.03744068741798401) 0.2186412662267685 -0.3222045172563268 (3.658975601196289,0.4541270434856415) (0.007431707810610533,-0.08151362091302872) 0.21545812487602234 0.18997666240627953 (4.180430889129639,1.7822116613388062) (0.0015140982577577233,0.0004027170652989298) 0.18040458858013153 -0.19885400905670317 (3.3214504718780518,1.9703009128570557) (0.0004503044474404305,0.0001779365848051384) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
10.5 (2.2521893978118896,0.9360950589179993) (0.0866912230849266,0.009711617603898048) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11156025408245854 (3.9777488708496094,0.13637283444404602) (0.056100450456142426,-0.03342590108513832) 0.2186412662267685 -0.3222045172563268 (3.6622557640075684,0.4345601797103882) (0.013120864517986774,-0.07826749235391617) 0.21545812487602234 0.18997666240627953 (4.1807146072387695,1.7822871208190918) (0.001135489554144442,0.00030198521562851965) 0.18040458858013153 -0.19885400905670317 (3.3215348720550537,1.9703342914581299) (0.000337770878104493,0.000133471519802697) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
10.75 (2.2736151218414307,0.9384955763816833) (0.08570291101932526,0.009602152742445469) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11157467212814269 (3.9914112091064453,0.12778671085834503) (0.05464910343289375,-0.03434447944164276) 0.2186412662267685 -0.3222045172563268 (3.667419195175171,0.41685429215431213) (0.0206533744931221,-0.070823535323143) 0.21545812487602234 0.18997666240627953 (4.180927753448486,1.7823437452316284) (0.0008517713868059218,0.00022652573534287512) 0.18040458858013153 -0.19885400905670317 (3.3215982913970947,1.9703593254089355) (0.0002533707011025399,0.00010009291872847825) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
11.0 (2.294964075088501,0.9408873319625854) (0.08539614826440811,0.009566986002027988) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11156545431241126 (4.005493640899658,0.12010873854160309) (0.05632997676730156,-0.03071187436580658) 0.2186412662267685 -0.3222045172563268 (3.6737921237945557,0.4001486897468567) (0.02549169212579727,-0.06682240217924118) 0.21545812487602234 0.18997666240627953 (4.181087493896484,1.7823861837387085) (0.0006386251770891249,0.00016990132280625403) 0.18040458858013153 -0.19885400905670317 (3.321645736694336,1.970378041267395) (0.00018995134450960904,7.505896792281419e-05) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
11.25 (2.3161513805389404,0.9432593584060669) (0.08474895358085632,0.009488163515925407) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.1114918416362516 (4.019309043884277,0.11221545189619064) (0.05526145547628403,-0.03157314658164978) 0.2186412662267685 -0.3222045172563268 (3.681483030319214,0.38491737842559814) (0.030763331800699234,-0.06092522293329239) 0.21545812487602234 0.18997666240627953 (4.181207180023193,1.7824180126190186) (0.0004788847581949085,0.0001274628157261759) 0.18040458858013153 -0.19885400905670317 (3.321681261062622,1.970392107963562) (0.0001425060472683981,5.6343109463341534e-05) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
11.5 (2.3371942043304443,0.9456138014793396) (0.0841711014509201,0.009417839348316193) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11142578054501617 (4.033522605895996,0.10508625954389572) (0.05685341730713844,-0.028516758233308792) 0.2186412662267685 -0.3222045172563268 (3.6901235580444336,0.3706486225128174) (0.03456233814358711,-0.05707497149705887) 0.21545812487602234 0.18997666240627953 (4.1812968254089355,1.7824419736862183) (0.0003591986314859241,9.563393541611731e-05) 0.18040458858013153 -0.19885400905670317 (3.3217079639434814,1.970402717590332) (0.00010698168625822291,4.227641329634935e-05) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
11.75 (2.358220100402832,0.9479681849479675) (0.0841035544872284,0.009417605586349964) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11151178628875255 (4.047510147094727,0.09773028641939163) (0.05595068261027336,-0.02942388504743576) 0.2186412662267685 -0.3222045172563268 (3.69966197013855,0.3574841618537903) (0.03815365955233574,-0.052657898515462875) 0.21545812487602234 0.18997666240627953 (4.181364059448242,1.7824598550796509) (0.0002695532457437366,7.167286821641028e-05) 0.18040458858013153 -0.19885400905670317 (3.321727991104126,1.9704105854034424) (8.027880539884791e-05,3.1666786526329815e-05) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
12.0 (2.379002094268799,0.9502943158149719) (0.08312750607728958,0.009304555132985115) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11146716014886954 (4.061822414398193,0.09097204357385635) (0.057248253375291824,-0.027032973244786263) 0.2186412662267685 -0.3222045172563268 (3.7099180221557617,0.34515365958213806) (0.04102451726794243,-0.04932200163602829) 0.21545812487602234 0.18997666240627953 (4.181414604187012,1.7824733257293701) (0.000202319206437096,5.379147478379309e-05) 0.18040458858013153 -0.19885400905670317 (3.3217430114746094,1.97041654586792) (6.025164475431666e-05,2.3798973415978253e-05) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
12.25 (2.399622678756714,0.9526003003120422) (0.08248201012611389,0.009223836474120617) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11136576964115288 (4.075937271118164,0.08398285508155823) (0.056459855288267136,-0.027956750243902206) 0.2186412662267685 -0.3222045172563268 (3.7197301387786865,0.33436262607574463) (0.03924867510795593,-0.043164078146219254) 0.21545812487602234 0.18997666240627953 (4.181452751159668,1.782483458518982) (0.00015177446766756475,4.032082506455481e-05) 0.18040458858013153 -0.19885400905670317 (3.321754217147827,1.9704209566116333) (4.523127427091822e-05,1.783850893843919e-05) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
12.5 (2.419773817062378,0.9548463821411133) (0.0806041955947876,0.008984392508864403) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11100489175233486 (4.091721534729004,0.08153419196605682) (0.06313648819923401,-0.009794654324650764) 0.2186412662267685 -0.3222045172563268 (3.7270891666412354,0.32626935839653015) (0.02943655662238598,-0.03237304463982582) 0.21545812487602234 0.18997666240627953 (4.18148136138916,1.7824909687042236) (0.00011362749501131475,3.0188037271727808e-05) 0.18040458858013153 -0.19885400905670317 (3.321762800216675,1.9704242944717407) (3.402560105314478e-05,1.3427765225060284e-05) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
