[[(2.0096878117552226, 2.100357336475083), (0.007701100720652296, 2.105476745278686), (0.008083490842109983, 1.8013905546665392), (2.0016961946242526, 1.808723794331073)], [(2.007771939163609, 0.30103013783569416), (0.0005328939954915446, 0.3097654715291644), (0.000665166546385887, 0.009073827497138339), (2.006478146918434, 0.0034452273827968185)]]timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
8.5 (2.350116014480591,1.0853623151779175) (0.08471331745386124,0.009344354271888733) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.1098614744053868 (4.3055195808410645,0.01947266235947609) (0.027732281014323235,0.06902934610843658) 0.16762830317020416 -0.04928539206730481 (3.930962324142456,0.32684585452079773) (0.016740858554840088,-0.004343181382864714) 0.15846817195415497 -0.3700872666708085 (3.9803390502929688,1.9370794296264648) (0.03769654035568237,0.01376656349748373) 0.1205139011144638 -0.3366952269575016 (4.368739128112793,1.94083833694458) (0.00926741398870945,-0.03416222706437111) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
8.75 (2.372018337249756,1.0877631902694702) (0.08760924637317657,0.009603683836758137) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.10918358341683586 (4.310330390930176,0.0324602834880352) (0.019243326038122177,0.05195048451423645) 0.16762830317020416 -0.04928539206730481 (3.9341013431549072,0.32603150606155396) (0.012555657885968685,-0.0032573933713138103) 0.15846817195415497 -0.3700872666708085 (3.9874072074890137,1.939660668373108) (0.02827233076095581,0.010324872098863125) 0.1205139011144638 -0.3366952269575016 (4.373501777648926,1.9380834102630615) (0.01905057765543461,-0.011019805446267128) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
9.0 (2.393972873687744,1.090187430381775) (0.08781847357749939,0.009697088971734047) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.10997643415003024 (4.3127946853637695,0.039696104824543) (0.009856450371444225,0.02894328162074089) 0.16762830317020416 -0.04928539206730481 (3.936455488204956,0.3254207372665405) (0.009416638873517513,-0.002443044912070036) 0.15846817195415497 -0.3700872666708085 (3.992708206176758,1.9415966272354126) (0.02120417356491089,0.007743632886558771) 0.1205139011144638 -0.3366952269575016 (4.383839130401611,1.9614980220794678) (0.04134907200932503,0.09365867078304291) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
9.25 (2.4171361923217773,1.0927492380142212) (0.09265285730361938,0.010247400961816311) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.11015226093454951 (4.311723709106445,0.042266473174095154) (-0.004283406306058168,0.010281465947628021) 0.16762830317020416 -0.04928539206730481 (3.9382212162017822,0.32496267557144165) (0.0070624942891299725,-0.0018322761170566082) 0.15846817195415497 -0.3700872666708085 (3.9966840744018555,1.9430485963821411) (0.015903174877166748,0.005807674024254084) 0.1205139011144638 -0.3366952269575016 (4.3575825691223145,2.009587287902832) (-0.10502687841653824,0.19235682487487793) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
9.5 (2.4541871547698975,1.0967912673950195) (0.14820340275764465,0.016168205067515373) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.10866495752738187 (4.307493686676025,0.04297893866896629) (-0.01691993698477745,0.002849860116839409) 0.16762830317020416 -0.04928539206730481 (3.9395453929901123,0.3246191143989563) (0.005296766292303801,-0.0013742144219577312) 0.15846817195415497 -0.3700872666708085 (3.9996659755706787,1.9441375732421875) (0.011927307583391666,0.004355704877525568) 0.1205139011144638 -0.3366952269575016 (4.330626487731934,2.0445616245269775) (-0.10782502591609955,0.13989773392677307) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
9.75 (2.480788230895996,1.0997347831726074) (0.1064038872718811,0.011774299666285515) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.11020829804848353 (4.301980495452881,0.0438222773373127) (-0.02205188013613224,0.003373356070369482) 0.16762830317020416 -0.04928539206730481 (3.9405386447906494,0.3243614435195923) (0.0039725895039737225,-0.0010306532494723797) 0.15846817195415497 -0.3700872666708085 (4.001902103424072,1.9449542760849) (0.008945406414568424,0.003266728250309825) 0.1205139011144638 -0.3366952269575016 (4.308164596557617,2.068588972091675) (-0.08984768390655518,0.09610912948846817) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
10.0 (2.5111100673675537,1.1031335592269897) (0.12128771841526031,0.013595189899206161) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.11162447161369327 (4.296562671661377,0.045448802411556244) (-0.0216708742082119,0.006506097503006458) 0.16762830317020416 -0.04928539206730481 (3.9412834644317627,0.32416820526123047) (0.0029793374706059694,-0.000772982370108366) 0.15846817195415497 -0.3700872666708085 (4.003579616546631,1.9455667734146118) (0.0067092785611748695,0.0024500254075974226) 0.1205139011144638 -0.3366952269575016 (4.290031909942627,2.0852091312408447) (-0.0725315511226654,0.06648033112287521) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
10.25 (2.54097843170166,1.106475830078125) (0.11947304755449295,0.013369239866733551) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.11143812347806267 (4.291594505310059,0.04783127084374428) (-0.019872114062309265,0.009529877454042435) 0.16762830317020416 -0.04928539206730481 (3.9418420791625977,0.3240232765674591) (0.002234517829492688,-0.0005797441117465496) 0.15846817195415497 -0.3700872666708085 (4.004837512969971,1.9460262060165405) (0.005031765438616276,0.0018375280778855085) 0.1205139011144638 -0.3366952269575016 (4.275691986083984,2.096825122833252) (-0.05735945701599121,0.04646434634923935) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
10.5 (2.5729267597198486,1.110083818435669) (0.1277933120727539,0.014432125724852085) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.11245686714375674 (4.286968231201172,0.05067639425396919) (-0.018504764884710312,0.011380492709577084) 0.16762830317020416 -0.04928539206730481 (3.942260980606079,0.3239145874977112) (0.001675903215073049,-0.0004348154179751873) 0.15846817195415497 -0.3700872666708085 (4.005781173706055,1.9463707208633423) (0.003773869015276432,0.0013780954759567976) 0.1205139011144638 -0.3366952269575016 (4.2645087242126465,2.105041027069092) (-0.04473382234573364,0.032863691449165344) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
10.75 (2.6045918464660645,1.113721251487732) (0.12666039168834686,0.014549619518220425) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.11436981513998584 (4.282560348510742,0.053710032254457474) (-0.01763097755610943,0.0121345529332757) 0.16762830317020416 -0.04928539206730481 (3.942575216293335,0.32383304834365845) (0.0012570017715916038,-0.0003261263482272625) 0.15846817195415497 -0.3700872666708085 (4.006488800048828,1.9466291666030884) (0.0028302082791924477,0.0010335806291550398) 0.1205139011144638 -0.3366952269575016 (4.255871295928955,2.110921621322632) (-0.03455036133527756,0.02352215349674225) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
11.0 (2.6302995681762695,1.1166772842407227) (0.10283048450946808,0.011823907494544983) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.11448168728711369 (4.279024600982666,0.05618728697299957) (-0.014143056236207485,0.009909026324748993) 0.16762830317020416 -0.04928539206730481 (3.9427826404571533,0.323795884847641) (0.0008293540449813008,-0.00014859988004900515) 0.15846817195415497 -0.3700872666708085 (4.007019519805908,1.946823000907898) (0.00212258193641901,0.000775134889408946) 0.1205139011144638 -0.3366952269575016 (4.249246120452881,2.1151764392852783) (-0.026501037180423737,0.01701909676194191) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
11.25 (2.6557326316833496,1.1195995807647705) (0.10173206031322479,0.011689120903611183) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.11439937064788087 (4.276372909545898,0.05804523080587387) (-0.010607308708131313,0.007431772071868181) 0.16762830317020416 -0.04928539206730481 (3.9429664611816406,0.3237440288066864) (0.0007353418623097241,-0.0002074237127089873) 0.15846817195415497 -0.3700872666708085 (4.007417678833008,1.9469683170318604) (0.0015918620629236102,0.0005813005845993757) 0.1205139011144638 -0.3366952269575016 (4.244189739227295,2.11828351020813) (-0.02022559568285942,0.01242789812386036) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
11.5 (2.6799685955047607,1.122375249862671) (0.09694347530603409,0.011102679185569286) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.11403051954807772 (4.274384021759033,0.059438686817884445) (-0.007955617271363735,0.005573828238993883) 0.16762830317020416 -0.04928539206730481 (3.9431042671203613,0.32370513677597046) (0.0005515211378224194,-0.00015556767175439745) 0.15846817195415497 -0.3700872666708085 (4.007716178894043,1.9470772743225098) (0.0011937030358240008,0.0004359844606369734) 0.1205139011144638 -0.3366952269575016 (4.2409892082214355,2.1200201511383057) (-0.01280160155147314,0.006947007495909929) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
11.75 (2.703810691833496,1.1251078844070435) (0.0953684151172638,0.010930748656392097) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.11411804711063628 (4.272892475128174,0.06048377975821495) (-0.005966729484498501,0.004180372226983309) 0.16762830317020416 -0.04928539206730481 (3.9432077407836914,0.3236759603023529) (0.00041371522820554674,-0.00011667564103845507) 0.15846817195415497 -0.3700872666708085 (4.00793981552124,1.9471590518951416) (0.0008952030329965055,0.0003270271699875593) 0.1205139011144638 -0.3366952269575016 (4.239420413970947,2.1201119422912598) (-0.006275519262999296,0.00036733224987983704) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
12.0 (2.727321147918701,1.127800464630127) (0.09404166787862778,0.010770497843623161) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.11403214608603472 (4.271773815155029,0.06126759946346283) (-0.004475182853639126,0.0031352792866528034) 0.16762830317020416 -0.04928539206730481 (3.9432852268218994,0.32365408539772034) (0.0003102415648754686,-8.749916742090136e-05) 0.15846817195415497 -0.3700872666708085 (4.008107662200928,1.9472203254699707) (0.0006715664057992399,0.0002452495973557234) 0.1205139011144638 -0.3366952269575016 (4.238772392272949,2.11879825592041) (-0.0025929706171154976,-0.005254386458545923) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
12.25 (2.750542402267456,1.1304577589035034) (0.09288491308689117,0.010629082098603249) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.11393720914796529 (4.270934581756592,0.061855465173721313) (-0.0033565228804945946,0.0023514595814049244) 0.16762830317020416 -0.04928539206730481 (3.9433434009552,0.3236376941204071) (0.0002327555266674608,-6.5624262788333e-05) 0.15846817195415497 -0.3700872666708085 (4.008233547210693,1.9472663402557373) (0.0005037197261117399,0.0001839760079747066) 0.1205139011144638 -0.3366952269575016 (4.238424301147461,2.1167380809783936) (-0.0013927047839388251,-0.00824090838432312) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
12.5 (2.7735419273376465,1.1330875158309937) (0.09199830889701843,0.010518917813897133) 0.2199999988079071 -0.21848975477840227 (5.89688348386559,0.9765410462766184) 2.0 0.11384378122243306 (4.270305156707764,0.062296364456415176) (-0.0025172894820570946,0.0017635938711464405) 0.16762830317020416 -0.04928539206730481 (3.943387031555176,0.323625385761261) (0.00017458139336667955,-4.923298183712177e-05) 0.15846817195415497 -0.3700872666708085 (4.008327960968018,1.9473007917404175) (0.0003778347163461149,0.00013796122220810503) 0.1205139011144638 -0.3366952269575016 (4.238036155700684,2.114584445953369) (-0.0015518675791099668,-0.008614619262516499) 0.13105276226997375 -0.01917067101808112 (2.0016961946242526,1.808723794331073) (0,0) 1e-07 -0.21848975477840227 (2.007771939163609,0.30103013783569416) (0,0) 1e-07 -0.21848975477840227 
