[[(2.008379227683773, 2.1006332487281814), (0.005363218901265062, 2.1097109452854412), (0.003354728485673888, 1.805777144964592), (2.0083279217725014, 1.8093475261679095)], [(2.0033715137334247, 0.305912523343831), (0.006624582897028933, 0.3066109510361245), (0.00012682651059919392, 0.005808764513964721), (2.005007278925553, 0.0005488691027982584)]]timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
8.5 (1.953406810760498,0.9803510308265686) (0.08669748902320862,0.009676743298768997) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11115497238638505 (3.455873727798462,0.09761925786733627) (0.003587429877370596,-0.0009562392369844019) 0.15092076361179352 -0.2811198743225909 (3.81599760055542,0.3894883692264557) (0.16035301983356476,-0.04867786914110184) 0.18966922163963318 0.1400572820331314 (3.8683440685272217,1.7306385040283203) (-0.00543673662468791,0.009499757550656796) 0.13413847982883453 0.32772348636673154 (3.4889535903930664,1.8972253799438477) (0.012390203773975372,0.0034497955348342657) 0.1429423838853836 0.178072292332757 (1.9519307436783215,1.8092470961844753) (0,0) 1e-07 -0.01142550644955409 (1.953170909926399,0.305930082650585) (0,0) 1e-07 -0.01142550644955409 
8.75 (1.9750765562057495,0.982769787311554) (0.0866788774728775,0.009674918837845325) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.1111578537850077 (3.4565463066101074,0.0974399596452713) (0.002690499182790518,-0.000717179907951504) 0.15092076361179352 -0.2811198743225909 (3.8460638523101807,0.38036125898361206) (0.12026484310626984,-0.03650838881731033) 0.18966922163963318 0.1400572820331314 (3.8673245906829834,1.732419729232788) (-0.004077512305229902,0.007124870549887419) 0.13413847982883453 0.32772348636673154 (3.491276741027832,1.8978722095489502) (0.009292669594287872,0.0025873163249343634) 0.1429423838853836 0.178072292332757 (1.973604727623869,1.8092856924036864) (0,0) 1e-07 -0.01142550644955409 (1.9748398066811372,0.30592250324364) (0,0) 1e-07 -0.01142550644955409 
9.0 (1.9969596862792969,0.9852039217948914) (0.0875323936343193,0.009736484847962856) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11077755549891889 (3.4570508003234863,0.09730549156665802) (0.00201792037114501,-0.0005378816858865321) 0.15092076361179352 -0.2811198743225909 (3.8686134815216064,0.37351593375205994) (0.0901985913515091,-0.027381276711821556) 0.18966922163963318 0.1400572820331314 (3.8665599822998047,1.7337555885314941) (-0.003058034460991621,0.005343645345419645) 0.13413847982883453 0.32772348636673154 (3.4930191040039062,1.8983572721481323) (0.006969518959522247,0.0019404867198318243) 0.1429423838853836 0.178072292332757 (1.9954921229055247,1.8093246686578153) (0,0) 1e-07 -0.01142550644955409 (1.9967220826591057,0.3059148492003172) (0,0) 1e-07 -0.01142550644955409 
9.25 (2.0186080932617188,0.9876115918159485) (0.08659330010414124,0.009630732238292694) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.1107627891859292 (3.4574291706085205,0.09720464050769806) (0.0015134266577661037,-0.0004034136072732508) 0.15092076361179352 -0.2811198743225909 (3.885525703430176,0.36838194727897644) (0.06764896214008331,-0.020535951480269432) 0.18966922163963318 0.1400572820331314 (3.8659865856170654,1.7347575426101685) (-0.00229342607781291,0.004007786046713591) 0.13413847982883453 0.32772348636673154 (3.494325876235962,1.8987210988998413) (0.0052271559834480286,0.0014554241206496954) 0.1429423838853836 0.178072292332757 (2.0083279217725014,1.8093475261679095) (0,0) 1e-07 -0.01142550644955409 (2.0033715137334247,0.305912523343831) (0,0) 1e-07 -0.01142550644955409 
9.5 (2.0403690338134766,0.9900406002998352) (0.0870441198348999,0.009715933352708817) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11116065548877041 (3.4577128887176514,0.09712900221347809) (0.001135056372731924,-0.0003025625483132899) 0.15092076361179352 -0.2811198743225909 (3.898209810256958,0.3645314574241638) (0.05073674023151398,-0.01540196593850851) 0.18966922163963318 0.1400572820331314 (3.865556478500366,1.7355090379714966) (-0.0017200293950736523,0.003005831968039274) 0.13413847982883453 0.32772348636673154 (3.4953060150146484,1.898993968963623) (0.0039203837513923645,0.001091597368940711) 0.1429423838853836 0.178072292332757 (2.0083279217725014,1.8093475261679095) (0,0) 1e-07 -0.01142550644955409 (2.0033715137334247,0.305912523343831) (0,0) 1e-07 -0.01142550644955409 
9.75 (2.0629775524139404,0.9925481081008911) (0.09043402969837189,0.010030010715126991) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11045825765639691 (3.457925796508789,0.09707227349281311) (0.0008513382053934038,-0.00022692425409331918) 0.15092076361179352 -0.2811198743225909 (3.9077229499816895,0.36164358258247375) (0.03805263340473175,-0.011551476083695889) 0.18966922163963318 0.1400572820331314 (3.865233898162842,1.7360726594924927) (-0.0012899222783744335,0.002254336606711149) 0.13413847982883453 0.32772348636673154 (3.4960410594940186,1.8991986513137817) (0.0029402447398751974,0.0008187273051589727) 0.1429423838853836 0.178072292332757 (2.0083279217725014,1.8093475261679095) (0,0) 1e-07 -0.01142550644955409 (2.0033715137334247,0.305912523343831) (0,0) 1e-07 -0.01142550644955409 
10.0 (2.085885524749756,0.9950810670852661) (0.09163230657577515,0.010131766088306904) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11012248268164102 (3.458085298538208,0.09702972322702408) (0.0006384304142557085,-0.00017019553342834115) 0.15092076361179352 -0.2811198743225909 (3.914857864379883,0.3594776690006256) (0.028539491817355156,-0.008663601242005825) 0.18966922163963318 0.1400572820331314 (3.864992141723633,1.7364953756332397) (-0.0009673419408500195,0.0016907150857150555) 0.13413847982883453 0.32772348636673154 (3.4965922832489014,1.8993521928787231) (0.0022052002605050802,0.0006140449550002813) 0.1429423838853836 0.178072292332757 (2.0083279217725014,1.8093475261679095) (0,0) 1e-07 -0.01142550644955409 (2.0033715137334247,0.305912523343831) (0,0) 1e-07 -0.01142550644955409 
10.25 (2.1091811656951904,0.9976572394371033) (0.09318302571773529,0.010304679162800312) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11013785934977804 (3.458204984664917,0.09699781239032745) (0.0004789284139405936,-0.00012764526763930917) 0.15092076361179352 -0.2811198743225909 (3.9202089309692383,0.3578532338142395) (0.021404577419161797,-0.0064976876601576805) 0.18966922163963318 0.1400572820331314 (3.8648107051849365,1.7368123531341553) (-0.0007255855016410351,0.0012679989449679852) 0.13413847982883453 0.32772348636673154 (3.4970057010650635,1.8994673490524292) (0.0016539765056222677,0.00046050341916270554) 0.1429423838853836 0.178072292332757 (2.0083279217725014,1.8093475261679095) (0,0) 1e-07 -0.01142550644955409 (2.0033715137334247,0.305912523343831) (0,0) 1e-07 -0.01142550644955409 
10.5 (2.132836103439331,1.0002732276916504) (0.09461972117424011,0.010464135557413101) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11014390359705727 (3.4582948684692383,0.09697388112545013) (0.0003592422872316092,-9.573443094268441e-05) 0.15092076361179352 -0.2811198743225909 (3.924222230911255,0.3566349148750305) (0.016053510829806328,-0.004873252473771572) 0.18966922163963318 0.1400572820331314 (3.8646745681762695,1.7370500564575195) (-0.000544148962944746,0.0009510214440524578) 0.13413847982883453 0.32772348636673154 (3.4973158836364746,1.899553656578064) (0.0012405586894601583,0.00034534724545665085) 0.1429423838853836 0.178072292332757 (2.0083279217725014,1.8093475261679095) (0,0) 1e-07 -0.01142550644955409 (2.0033715137334247,0.305912523343831) (0,0) 1e-07 -0.01142550644955409 
10.75 (2.1566762924194336,1.0029089450836182) (0.09536115825176239,0.010542839765548706) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11010979483669256 (3.458362102508545,0.09695593267679214) (0.00026935848291032016,-7.180316606536508e-05) 0.15092076361179352 -0.2811198743225909 (3.927232265472412,0.3557211756706238) (0.012040210887789726,-0.003654933301731944) 0.18966922163963318 0.1400572820331314 (3.864572525024414,1.7372283935546875) (-0.00040801195427775383,0.0007133181206882) 0.13413847982883453 0.32772348636673154 (3.4975485801696777,1.89961838722229) (0.0009303761180490255,0.00025903971982188523) 0.1429423838853836 0.178072292332757 (2.0083279217725014,1.8093475261679095) (0,0) 1e-07 -0.01142550644955409 (2.0033715137334247,0.305912523343831) (0,0) 1e-07 -0.01142550644955409 
11.0 (2.1806557178497314,1.0055603981018066) (0.09591765701770782,0.010605583898723125) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.1101223534842238 (3.4584126472473145,0.0969424694776535) (0.00020212444360367954,-5.385471376939677e-05) 0.15092076361179352 -0.2811198743225909 (3.929489850997925,0.3550358712673187) (0.0090301763266325,-0.002741194097325206) 0.18966922163963318 0.1400572820331314 (3.8644959926605225,1.7373621463775635) (-0.0003059688024222851,0.0005349810235202312) 0.13413847982883453 0.32772348636673154 (3.49772310256958,1.8996669054031372) (0.0006976795848459005,0.00019430906104389578) 0.1429423838853836 0.178072292332757 (2.0083279217725014,1.8093475261679095) (0,0) 1e-07 -0.01142550644955409 (2.0033715137334247,0.305912523343831) (0,0) 1e-07 -0.01142550644955409 
11.25 (2.204756259918213,1.0082250833511353) (0.09640184044837952,0.010658868588507175) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11011977803381198 (3.4584505558013916,0.09693237394094467) (0.0001515797048341483,-4.039151463075541e-05) 0.15092076361179352 -0.2811198743225909 (3.931183099746704,0.35452190041542053) (0.006772590801119804,-0.002055889694020152) 0.18966922163963318 0.1400572820331314 (3.864438533782959,1.7374624013900757) (-0.0002294364239787683,0.0004012282006442547) 0.13413847982883453 0.32772348636673154 (3.497853994369507,1.8997033834457397) (0.0005231571849435568,0.0001457908801967278) 0.1429423838853836 0.178072292332757 (2.0083279217725014,1.8093475261679095) (0,0) 1e-07 -0.01142550644955409 (2.0033715137334247,0.305912523343831) (0,0) 1e-07 -0.01142550644955409 
11.5 (2.227983236312866,1.0108428001403809) (0.09290780127048492,0.010470934212207794) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11222884989839922 (3.4584789276123047,0.0969247967004776) (0.00011367114348104224,-3.0295979740913026e-05) 0.15092076361179352 -0.2811198743225909 (3.932452917098999,0.3541364073753357) (0.0050793420523405075,-0.0015419189585372806) 0.18966922163963318 0.1400572820331314 (3.8643956184387207,1.7375376224517822) (-0.00017197754641529173,0.00030097318813204765) 0.13413847982883453 0.32772348636673154 (3.4979519844055176,1.8997306823730469) (0.00039226541412062943,0.00010931283759418875) 0.1429423838853836 0.178072292332757 (2.0083279217725014,1.8093475261679095) (0,0) 1e-07 -0.01142550644955409 (2.0033715137334247,0.305912523343831) (0,0) 1e-07 -0.01142550644955409 
11.75 (2.2511203289031982,1.0134806632995605) (0.09254822134971619,0.01055147871375084) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11352043643703788 (3.4585001468658447,0.09691911935806274) (8.52993325679563e-05,-2.2718739273841493e-05) 0.15092076361179352 -0.2811198743225909 (3.9334053993225098,0.35384729504585266) (0.0038095249328762293,-0.0011564259184524417) 0.18966922163963318 0.1400572820331314 (3.864363431930542,1.7375940084457397) (-0.00012906220217701048,0.00022575212642550468) 0.13413847982883453 0.32772348636673154 (3.49802565574646,1.8997511863708496) (0.00029427537810988724,8.201391028705984e-05) 0.1429423838853836 0.178072292332757 (2.0083279217725014,1.8093475261679095) (0,0) 1e-07 -0.01142550644955409 (2.0033715137334247,0.305912523343831) (0,0) 1e-07 -0.01142550644955409 
12.0 (2.2739453315734863,1.0160757303237915) (0.0912996232509613,0.010380149818956852) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11320713078017672 (3.4585161209106445,0.0969148576259613) (6.408007902791724e-05,-1.7041396858985536e-05) 0.15092076361179352 -0.2811198743225909 (3.934119701385498,0.3536304533481598) (0.002857042709365487,-0.0008673135889694095) 0.18966922163963318 0.1400572820331314 (3.8643391132354736,1.7376363277435303) (-9.687570127425715e-05,0.00016936613246798515) 0.13413847982883453 0.32772348636673154 (3.4980807304382324,1.8997665643692017) (0.00022060403716750443,6.150991248432547e-05) 0.1429423838853836 0.178072292332757 (2.0083279217725014,1.8093475261679095) (0,0) 1e-07 -0.01142550644955409 (2.0033715137334247,0.305912523343831) (0,0) 1e-07 -0.01142550644955409 
12.25 (2.296260118484497,1.018605351448059) (0.08925919234752655,0.010118655860424042) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11288071903068271 (3.4585280418395996,0.09691166132688522) (4.8106037866091356e-05,-1.2779663848050404e-05) 0.15092076361179352 -0.2811198743225909 (3.9346554279327393,0.35346782207489014) (0.002142740646377206,-0.0006504718912765384) 0.18966922163963318 0.1400572820331314 (3.864320993423462,1.7376680374145508) (-7.255700620589778e-05,0.0001270468346774578) 0.13413847982883453 0.32772348636673154 (3.498122215270996,1.899778127670288) (0.0001655293453950435,4.6131917770253494e-05) 0.1429423838853836 0.178072292332757 (2.0083279217725014,1.8093475261679095) (0,0) 1e-07 -0.01142550644955409 (2.0033715137334247,0.305912523343831) (0,0) 1e-07 -0.01142550644955409 
12.5 (2.3183138370513916,1.0211021900177002) (0.08821450918912888,0.00998754147440195) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11273872874718045 (3.4585371017456055,0.09690926223993301) (3.618510891101323e-05,-9.583364771970082e-06) 0.15092076361179352 -0.2811198743225909 (3.9350571632385254,0.3533458709716797) (0.001607014099135995,-0.00048784061800688505) 0.18966922163963318 0.1400572820331314 (3.864307403564453,1.737691879272461) (-5.443719419417903e-05,9.533715638099238e-05) 0.13413847982883453 0.32772348636673154 (3.4981532096862793,1.8997867107391357) (0.00012404451263137162,3.456861668382771e-05) 0.1429423838853836 0.178072292332757 (2.0083279217725014,1.8093475261679095) (0,0) 1e-07 -0.01142550644955409 (2.0033715137334247,0.305912523343831) (0,0) 1e-07 -0.01142550644955409 
